# Constructed from biom file
#OTU ID	KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9	taxonomy
OTU_17	132.0	11.0	134.0	138.0	7.0	59.0	229.0	190.0	116.0	99.0	78.0	123.0	43.0	149.0	149.0	75.0	97.0	14.0	10.0	55.0	15.0	15.0	15.0	4.0	14.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__flexus
OTU_29	106.0	78.0	112.0	164.0	32.0	59.0	82.0	72.0	188.0	173.0	95.0	280.0	70.0	95.0	186.0	108.0	149.0	34.0	50.0	116.0	51.0	104.0	26.0	21.0	52.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium; s__
OTU_418	106.0	14.0	59.0	138.0	18.0	27.0	73.0	66.0	139.0	113.0	18.0	141.0	31.0	41.0	217.0	126.0	67.0	26.0	18.0	70.0	29.0	41.0	22.0	23.0	15.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinocorallia; s__
OTU_148	12.0	2.0	5.0	10.0	2.0	2.0	6.0	8.0	17.0	7.0	9.0	16.0	2.0	4.0	9.0	7.0	11.0	1.0	0.0	4.0	1.0	1.0	1.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_293	16.0	0.0	7.0	19.0	1.0	4.0	6.0	10.0	30.0	15.0	2.0	32.0	9.0	12.0	23.0	4.0	35.0	4.0	3.0	6.0	6.0	6.0	2.0	2.0	3.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Pimelobacter; s__
OTU_110	26.0	16.0	9.0	27.0	3.0	7.0	15.0	16.0	25.0	21.0	17.0	38.0	6.0	7.0	28.0	11.0	22.0	2.0	1.0	14.0	5.0	7.0	1.0	1.0	3.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
OTU_304	21.0	6.0	12.0	49.0	1.0	7.0	15.0	14.0	31.0	16.0	19.0	51.0	11.0	13.0	46.0	17.0	24.0	2.0	3.0	15.0	6.0	9.0	1.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU_104	4.0	15.0	7.0	2.0	2.0	1.0	4.0	4.0	43.0	20.0	0.0	22.0	8.0	33.0	5.0	2.0	7.0	0.0	0.0	5.0	1.0	6.0	1.0	0.0	0.0	k__Bacteria; p__GN02; c__BD1-5; o__; f__; g__; s__
OTU_40	59.0	11.0	17.0	80.0	2.0	10.0	15.0	19.0	17.0	100.0	19.0	156.0	28.0	25.0	80.0	30.0	30.0	7.0	6.0	26.0	19.0	7.0	4.0	6.0	6.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
OTU_141	18.0	3.0	13.0	7.0	0.0	9.0	9.0	7.0	18.0	5.0	6.0	8.0	4.0	1.0	8.0	5.0	6.0	0.0	2.0	3.0	1.0	5.0	1.0	0.0	1.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
OTU_402	10.0	3.0	12.0	19.0	2.0	5.0	5.0	6.0	13.0	12.0	4.0	18.0	4.0	2.0	12.0	10.0	7.0	2.0	4.0	6.0	0.0	5.0	2.0	1.0	3.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
OTU_57	10.0	26.0	9.0	31.0	1.0	15.0	17.0	11.0	13.0	40.0	8.0	37.0	6.0	13.0	24.0	11.0	64.0	4.0	3.0	15.0	2.0	20.0	2.0	2.0	3.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_73	148.0	37.0	71.0	165.0	25.0	45.0	63.0	58.0	111.0	61.0	47.0	126.0	40.0	56.0	183.0	112.0	136.0	23.0	14.0	81.0	28.0	56.0	19.0	20.0	25.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
OTU_168	9.0	3.0	5.0	8.0	1.0	6.0	5.0	6.0	6.0	9.0	4.0	16.0	5.0	3.0	12.0	4.0	1.0	1.0	0.0	5.0	1.0	5.0	0.0	1.0	1.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__OR-59; s__
OTU_42	49.0	6.0	38.0	51.0	0.0	14.0	17.0	19.0	43.0	7.0	8.0	63.0	18.0	9.0	45.0	26.0	37.0	4.0	1.0	20.0	2.0	20.0	2.0	1.0	3.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_75	93.0	10.0	64.0	91.0	6.0	46.0	36.0	55.0	106.0	30.0	27.0	110.0	36.0	23.0	104.0	51.0	62.0	6.0	10.0	44.0	14.0	31.0	8.0	4.0	9.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
OTU_91	67.0	10.0	57.0	34.0	1.0	31.0	23.0	18.0	45.0	21.0	12.0	43.0	15.0	24.0	17.0	23.0	22.0	5.0	2.0	20.0	3.0	30.0	1.0	0.0	4.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_485	45.0	7.0	37.0	45.0	3.0	21.0	16.0	24.0	49.0	39.0	18.0	40.0	17.0	20.0	49.0	21.0	42.0	4.0	5.0	22.0	7.0	16.0	3.0	4.0	5.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
OTU_729	26.0	36.0	27.0	34.0	2.0	19.0	15.0	25.0	37.0	71.0	21.0	65.0	12.0	23.0	33.0	7.0	47.0	3.0	2.0	20.0	2.0	36.0	0.0	3.0	6.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_123	45.0	8.0	24.0	33.0	6.0	38.0	32.0	46.0	63.0	27.0	6.0	48.0	21.0	12.0	65.0	27.0	44.0	8.0	7.0	88.0	12.0	21.0	3.0	13.0	9.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Phyllobacterium; s__
OTU_47	70.0	5.0	108.0	17.0	7.0	10.0	20.0	16.0	31.0	72.0	10.0	24.0	4.0	37.0	33.0	13.0	96.0	3.0	6.0	8.0	3.0	8.0	4.0	5.0	6.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Glycomycetaceae; g__Glycomyces; s__harbinensis
OTU_60	147.0	33.0	81.0	103.0	21.0	48.0	83.0	90.0	202.0	102.0	44.0	176.0	45.0	56.0	122.0	57.0	195.0	14.0	23.0	79.0	18.0	59.0	23.0	23.0	17.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU_46	57.0	34.0	39.0	45.0	3.0	25.0	47.0	43.0	33.0	46.0	56.0	60.0	32.0	32.0	56.0	27.0	47.0	7.0	2.0	28.0	5.0	50.0	2.0	3.0	5.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
OTU_74	30.0	8.0	28.0	37.0	5.0	17.0	44.0	25.0	64.0	14.0	12.0	61.0	15.0	22.0	39.0	23.0	49.0	8.0	5.0	17.0	5.0	16.0	3.0	8.0	11.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
OTU_197	27.0	0.0	55.0	41.0	0.0	3.0	25.0	5.0	5.0	1.0	1.0	51.0	58.0	4.0	63.0	1.0	4.0	4.0	1.0	2.0	2.0	27.0	4.0	1.0	3.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_34	91.0	5.0	35.0	102.0	6.0	7.0	93.0	6.0	54.0	53.0	46.0	121.0	9.0	27.0	103.0	33.0	109.0	9.0	11.0	33.0	20.0	3.0	6.0	12.0	10.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae; g__Promicromonospora; s__
OTU_88	32.0	12.0	18.0	36.0	2.0	37.0	28.0	23.0	103.0	29.0	66.0	55.0	8.0	22.0	56.0	24.0	29.0	3.0	2.0	15.0	5.0	17.0	1.0	4.0	3.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae
OTU_86	69.0	14.0	44.0	56.0	5.0	34.0	53.0	48.0	90.0	55.0	26.0	66.0	26.0	28.0	66.0	23.0	55.0	8.0	9.0	26.0	6.0	24.0	10.0	5.0	7.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_6	389.0	112.0	201.0	232.0	36.0	158.0	119.0	197.0	337.0	153.0	184.0	335.0	138.0	135.0	329.0	156.0	292.0	43.0	55.0	207.0	76.0	159.0	50.0	42.0	55.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae
OTU_125	92.0	12.0	50.0	80.0	11.0	27.0	51.0	30.0	55.0	29.0	28.0	133.0	16.0	45.0	65.0	30.0	63.0	13.0	15.0	15.0	4.0	16.0	12.0	12.0	13.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Schlegelella; s__
OTU_31	49.0	6.0	76.0	56.0	4.0	19.0	79.0	72.0	22.0	39.0	11.0	74.0	29.0	27.0	45.0	13.0	42.0	5.0	3.0	51.0	5.0	29.0	2.0	3.0	2.0	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__; s__
OTU_113	21.0	3.0	9.0	13.0	3.0	7.0	3.0	8.0	11.0	4.0	8.0	16.0	2.0	6.0	18.0	7.0	12.0	1.0	3.0	9.0	2.0	6.0	2.0	1.0	1.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
OTU_398	5.0	0.0	4.0	3.0	1.0	5.0	0.0	4.0	3.0	3.0	0.0	4.0	1.0	1.0	1.0	1.0	6.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Planifilum; s__
OTU_44	40.0	2.0	25.0	40.0	6.0	27.0	13.0	14.0	35.0	44.0	7.0	68.0	23.0	50.0	70.0	20.0	68.0	8.0	12.0	20.0	11.0	10.0	7.0	5.0	6.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Nocardia; s__
OTU_236	22.0	7.0	14.0	28.0	2.0	10.0	62.0	6.0	50.0	12.0	9.0	21.0	8.0	6.0	27.0	9.0	47.0	5.0	4.0	8.0	4.0	14.0	6.0	6.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__leguminosarum
OTU_214	11.0	4.0	9.0	28.0	0.0	8.0	5.0	25.0	12.0	17.0	5.0	13.0	5.0	6.0	16.0	24.0	8.0	2.0	2.0	21.0	6.0	5.0	2.0	3.0	2.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Cupriavidus; s__
OTU_154	22.0	3.0	11.0	13.0	0.0	11.0	10.0	15.0	16.0	5.0	10.0	20.0	4.0	8.0	15.0	4.0	8.0	2.0	3.0	6.0	2.0	2.0	2.0	2.0	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
OTU_55	69.0	12.0	27.0	52.0	4.0	16.0	35.0	23.0	94.0	28.0	33.0	92.0	20.0	24.0	64.0	41.0	58.0	6.0	6.0	18.0	13.0	23.0	1.0	1.0	10.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
OTU_159	24.0	8.0	7.0	13.0	1.0	7.0	4.0	6.0	10.0	7.0	11.0	29.0	8.0	23.0	12.0	10.0	16.0	2.0	1.0	9.0	2.0	14.0	1.0	0.0	1.0	k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__258ds10; f__; g__; s__
OTU_41	60.0	0.0	67.0	75.0	0.0	31.0	43.0	49.0	16.0	73.0	8.0	29.0	26.0	114.0	65.0	17.0	21.0	7.0	5.0	24.0	4.0	2.0	4.0	3.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__thuringiensis
OTU_100	16.0	4.0	9.0	15.0	1.0	17.0	14.0	8.0	20.0	35.0	15.0	19.0	10.0	11.0	20.0	7.0	16.0	6.0	4.0	11.0	4.0	16.0	3.0	2.0	3.0	k__Bacteria; p__Planctomycetes; c__C6; o__d113; f__; g__; s__
OTU_372	1.0	0.0	3.0	1.0	0.0	1.0	5.0	2.0	1.0	9.0	0.0	2.0	3.0	3.0	3.0	1.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
OTU_87	72.0	29.0	81.0	107.0	14.0	42.0	22.0	49.0	125.0	105.0	30.0	103.0	67.0	64.0	138.0	107.0	117.0	11.0	13.0	61.0	21.0	25.0	14.0	7.0	18.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces
OTU_201	13.0	2.0	3.0	7.0	2.0	3.0	2.0	3.0	17.0	0.0	2.0	2.0	6.0	2.0	20.0	19.0	4.0	1.0	0.0	6.0	1.0	3.0	2.0	2.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__Nonomuraea; s__
OTU_80	43.0	52.0	16.0	40.0	6.0	11.0	29.0	18.0	30.0	39.0	6.0	24.0	13.0	15.0	42.0	9.0	35.0	5.0	6.0	23.0	7.0	6.0	6.0	7.0	8.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__
OTU_70	71.0	31.0	36.0	56.0	3.0	45.0	26.0	28.0	30.0	55.0	11.0	50.0	29.0	29.0	59.0	35.0	60.0	6.0	7.0	37.0	9.0	58.0	1.0	4.0	8.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU_82	48.0	8.0	23.0	32.0	2.0	26.0	23.0	20.0	31.0	33.0	28.0	62.0	13.0	18.0	37.0	18.0	38.0	2.0	4.0	26.0	5.0	9.0	4.0	4.0	6.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_241	17.0	2.0	12.0	10.0	2.0	9.0	12.0	5.0	13.0	7.0	3.0	18.0	5.0	3.0	12.0	3.0	19.0	2.0	2.0	3.0	2.0	6.0	2.0	3.0	4.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU_136	11.0	4.0	7.0	9.0	2.0	4.0	6.0	8.0	11.0	5.0	10.0	18.0	4.0	4.0	19.0	2.0	12.0	0.0	1.0	3.0	1.0	8.0	3.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__
OTU_888	6.0	0.0	7.0	11.0	1.0	4.0	6.0	10.0	5.0	1.0	11.0	10.0	5.0	14.0	5.0	1.0	6.0	1.0	1.0	3.0	3.0	13.0	0.0	0.0	3.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__
OTU_198	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	39.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__subterminale
OTU_194	27.0	4.0	16.0	15.0	1.0	15.0	20.0	11.0	38.0	6.0	14.0	33.0	7.0	13.0	22.0	11.0	28.0	2.0	0.0	7.0	0.0	6.0	3.0	1.0	4.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
OTU_65	67.0	15.0	86.0	36.0	3.0	36.0	23.0	25.0	119.0	33.0	31.0	25.0	31.0	10.0	46.0	26.0	23.0	10.0	4.0	20.0	2.0	25.0	4.0	3.0	8.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
OTU_175	9.0	0.0	2.0	8.0	0.0	1.0	7.0	3.0	6.0	6.0	3.0	5.0	5.0	2.0	5.0	3.0	7.0	1.0	0.0	2.0	2.0	5.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU_89	45.0	5.0	43.0	27.0	8.0	35.0	47.0	39.0	27.0	48.0	11.0	39.0	17.0	36.0	47.0	23.0	50.0	5.0	9.0	30.0	6.0	10.0	5.0	5.0	6.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__
OTU_190	103.0	14.0	62.0	94.0	8.0	45.0	54.0	60.0	117.0	86.0	40.0	111.0	46.0	37.0	103.0	53.0	159.0	9.0	19.0	66.0	16.0	32.0	8.0	17.0	19.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__
OTU_216	14.0	2.0	7.0	16.0	0.0	9.0	5.0	4.0	13.0	5.0	4.0	10.0	9.0	4.0	10.0	9.0	14.0	2.0	0.0	7.0	0.0	5.0	0.0	3.0	4.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
OTU_107	19.0	4.0	40.0	32.0	3.0	26.0	40.0	26.0	33.0	24.0	12.0	40.0	20.0	19.0	37.0	15.0	40.0	6.0	3.0	26.0	8.0	8.0	8.0	4.0	6.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter; s__oxydans
OTU_131	22.0	0.0	3.0	7.0	1.0	9.0	0.0	2.0	13.0	53.0	0.0	2.0	1.0	1.0	4.0	2.0	8.0	0.0	1.0	4.0	0.0	4.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_220	9.0	2.0	0.0	27.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	6.0	0.0	0.0	2.0	1.0	7.0	0.0	2.0	1.0	3.0	6.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
OTU_206	5.0	0.0	9.0	7.0	1.0	1.0	6.0	3.0	14.0	6.0	2.0	9.0	1.0	4.0	9.0	2.0	8.0	0.0	1.0	5.0	0.0	3.0	1.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_105	8.0	33.0	3.0	24.0	3.0	10.0	5.0	14.0	33.0	12.0	16.0	27.0	10.0	4.0	26.0	10.0	21.0	2.0	2.0	18.0	0.0	11.0	0.0	3.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__
OTU_140	16.0	33.0	20.0	19.0	1.0	11.0	8.0	9.0	22.0	49.0	12.0	36.0	13.0	15.0	22.0	9.0	27.0	5.0	1.0	11.0	3.0	27.0	1.0	1.0	3.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
OTU_743	8.0	3.0	10.0	12.0	2.0	5.0	4.0	5.0	8.0	9.0	3.0	12.0	4.0	3.0	13.0	4.0	9.0	1.0	2.0	3.0	1.0	4.0	1.0	1.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces
OTU_536	4.0	0.0	14.0	8.0	0.0	2.0	2.0	3.0	3.0	6.0	0.0	4.0	0.0	1.0	6.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
OTU_163	8.0	3.0	14.0	15.0	0.0	12.0	5.0	10.0	12.0	3.0	1.0	12.0	5.0	5.0	13.0	5.0	11.0	1.0	2.0	6.0	2.0	3.0	1.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae; g__Microlunatus; s__
OTU_78	27.0	7.0	13.0	18.0	4.0	10.0	15.0	15.0	18.0	13.0	7.0	42.0	19.0	9.0	24.0	13.0	10.0	1.0	2.0	17.0	1.0	13.0	1.0	2.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
OTU_275	5.0	0.0	5.0	1.0	0.0	2.0	0.0	3.0	0.0	2.0	3.0	7.0	3.0	2.0	2.0	1.0	3.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__
OTU_134	29.0	5.0	10.0	15.0	0.0	6.0	10.0	7.0	18.0	16.0	1.0	28.0	12.0	4.0	22.0	10.0	13.0	3.0	0.0	5.0	2.0	4.0	2.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__NB1-i; g__; s__
OTU_143	14.0	5.0	8.0	9.0	1.0	16.0	5.0	3.0	8.0	9.0	7.0	15.0	4.0	15.0	15.0	10.0	11.0	2.0	1.0	5.0	2.0	5.0	1.0	2.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Catellatospora; s__
OTU_277	4.0	3.0	3.0	3.0	0.0	4.0	3.0	8.0	2.0	1.0	3.0	1.0	2.0	5.0	3.0	2.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea; s__agglomerans
OTU_438	3.0	2.0	7.0	6.0	0.0	0.0	1.0	2.0	3.0	1.0	3.0	6.0	2.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
OTU_153	12.0	4.0	15.0	13.0	2.0	6.0	18.0	15.0	20.0	2.0	8.0	9.0	6.0	4.0	10.0	5.0	9.0	1.0	1.0	8.0	0.0	4.0	2.0	1.0	1.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
OTU_158	7.0	2.0	1.0	3.0	1.0	4.0	4.0	3.0	4.0	8.0	2.0	5.0	2.0	3.0	8.0	5.0	3.0	2.0	0.0	3.0	1.0	4.0	0.0	0.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU_283	7.0	5.0	4.0	3.0	1.0	7.0	6.0	4.0	5.0	14.0	5.0	11.0	2.0	4.0	3.0	8.0	9.0	3.0	0.0	6.0	1.0	13.0	2.0	1.0	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
OTU_414	0.0	1.0	3.0	8.0	1.0	1.0	0.0	4.0	3.0	4.0	3.0	3.0	1.0	2.0	4.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
OTU_169	3.0	7.0	0.0	5.0	0.0	0.0	2.0	2.0	12.0	15.0	21.0	4.0	2.0	0.0	7.0	1.0	2.0	3.0	0.0	0.0	1.0	3.0	2.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Cellvibrio; s__
OTU_172	6.0	1.0	14.0	7.0	1.0	2.0	4.0	12.0	5.0	2.0	0.0	6.0	4.0	4.0	9.0	2.0	5.0	2.0	2.0	6.0	1.0	5.0	1.0	0.0	3.0	k__Bacteria; p__SBR1093; c__; o__; f__; g__; s__
OTU_56	78.0	16.0	40.0	77.0	12.0	45.0	48.0	43.0	108.0	42.0	31.0	120.0	28.0	21.0	87.0	44.0	66.0	15.0	10.0	65.0	16.0	40.0	7.0	8.0	11.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
OTU_908	9.0	7.0	8.0	12.0	3.0	5.0	6.0	4.0	7.0	15.0	4.0	6.0	4.0	7.0	8.0	8.0	7.0	4.0	4.0	4.0	2.0	8.0	2.0	2.0	5.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Niastella; s__
OTU_97	14.0	20.0	3.0	1.0	0.0	6.0	11.0	0.0	0.0	9.0	8.0	11.0	4.0	3.0	10.0	7.0	2.0	1.0	0.0	30.0	2.0	9.0	2.0	0.0	2.0	k__Bacteria; p__GN02; c__BD1-5; o__; f__; g__; s__
OTU_174	10.0	3.0	2.0	9.0	1.0	3.0	7.0	6.0	37.0	6.0	9.0	8.0	4.0	3.0	6.0	6.0	5.0	1.0	0.0	8.0	0.0	4.0	1.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__zavarzinii
OTU_144	0.0	2.0	5.0	5.0	1.0	9.0	4.0	4.0	2.0	16.0	1.0	4.0	1.0	3.0	4.0	5.0	9.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Lacibacter; s__cauensis
OTU_929	5.0	0.0	4.0	6.0	0.0	3.0	4.0	4.0	8.0	4.0	1.0	5.0	1.0	2.0	4.0	3.0	8.0	2.0	1.0	5.0	1.0	2.0	0.0	1.0	2.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__
