KO6	WT8	KO2	KO5	OE2	WT1	WT2	WT4	KO7	KO3	WT6	KO9	WT3	KO1	KO4	WT5	KO8	OE6	OE5	WT7	OE7	WT9	OE1	OE8	OE9
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;Other	0.00105693672166	0.000364930207098	0.00118787120975	0.00122513987014	0.0013783597519	0.00131734035915	0.00152693957682	0.00111067555207	0.00113973102348	0.000619926199262	0.000531027158246	0.00102889998487	0.000705858626601	0.00123798427032	0.000770312813986	0.000668270515905	0.00148284706637	0.000757575757576	0.000873108265425	0.00108987866018	0.000847457627119	0.000503235082674	0.000657462195924	0.00107257776189	0.00024402147389
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	0.000183815082027	9.12325517745e-05	0.000187558612066	0.000204189978356	0.0	6.93337031131e-05	0.00094524830946	0.000392003136025	0.000227946204696	0.000324723247232	0.0	0.000121047057043	0.000201673893315	0.000145645208273	0.000133967445911	6.68270515905e-05	8.01538954793e-05	0.0	0.000291036088475	0.00029063430938	0.0	0.0	0.000328731097962	0.0	0.00024402147389
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces	0.00693901934654	0.00209834869081	0.00593935604877	0.00539061542859	0.00447966919366	0.00506136032726	0.00625318112412	0.00522670848033	0.00566609137386	0.0030110701107	0.00447580033379	0.00484188228174	0.00685691237269	0.00349548499854	0.00532520597495	0.0049452018177	0.0088970823982	0.00454545454545	0.00756693830035	0.00719319915716	0.00466101694915	0.00294751976995	0.00328731097962	0.00715051841258	0.00683260126891
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium	0.0019760121318	0.00474409269227	0.00100031259769	0.00163351982685	0.00206753962784	0.000762670734244	0.00210863084418	0.00117600940808	0.000976912305839	0.00115129151292	0.00045516613564	0.000726282342261	0.00131088030654	0.00109233906204	0.00140665818206	0.000601443464314	0.00140269317089	0.00126262626263	0.00174621653085	0.00167114727894	0.00148305084746	0.000431344356578	0.00197238658777	0.0025026814444	0.00195217179112
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	0.00206791967281	0.000456162758872	0.00268834010628	0.00110262588312	0.00275671950379	0.00242667960896	0.00341743619574	0.00254802038416	0.000879221075255	0.00141697416974	0.000834471248672	0.00118020880617	0.00171422809317	0.00262161374891	0.00157411748945	0.00153702218658	0.00200384738698	0.00126262626263	0.00261932479627	0.00217975732035	0.00127118644068	0.000718907260963	0.00164365548981	0.00178762960315	0.00146412884334
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	0.000873121639631	0.000364930207098	0.00250078149422	0.00130681586148	0.00103376981392	0.00180267628094	0.0029084563368	0.00169868025611	0.00107460353642	0.000708487084871	0.000910332271279	0.00121047057043	0.00201673893315	0.00138362947859	0.00123919887467	0.00100240577386	0.00160307790959	0.00151515151515	0.000873108265425	0.00188912301097	0.00169491525424	0.000575125808771	0.00262984878369	0.00143010368252	0.00146412884334
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;Other	0.00680115803502	0.00337560441566	0.00443888715224	0.00673826928574	0.00861474844935	0.00312001664009	0.00458081873046	0.00378936364824	0.0036145755316	0.00180073800738	0.00356546806251	0.00381298229687	0.00403347786629	0.00407806583163	0.00612901065041	0.00748462977813	0.00545046489259	0.00580808080808	0.00407450523865	0.00588534476495	0.00593220338983	0.00402588066139	0.00624589086128	0.00715051841258	0.00610053684724
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__	0.0192546298424	0.0050177903476	0.0167552360113	0.01490586842	0.0144727773949	0.0113707273105	0.0182505635134	0.00901607212858	0.0143280471523	0.00581549815498	0.00978607191625	0.0186412467847	0.0142180094787	0.0132537139528	0.0175162435528	0.0218524458701	0.014628085925	0.0212121212121	0.0203725261932	0.0216522560488	0.0279661016949	0.00884255930985	0.025641025641	0.0311047550947	0.0158613958028
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes	0.0158540508249	0.00647751117599	0.00919037199125	0.00706497325111	0.0110268780152	0.00547736254593	0.00996146295354	0.00640271788841	0.0137418997688	0.00611070110701	0.00788954635108	0.00798910576487	0.00917616214581	0.00859306728809	0.0127938910845	0.00755145682972	0.0141070856044	0.0133838383838	0.0136786961583	0.0113347380658	0.0127118644068	0.00884255930985	0.0151216305062	0.0146585627458	0.0126891166423
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Catellatospora	0.00597399016589	0.00328437186388	0.00475148483901	0.00690162126843	0.00310130944176	0.00651736809263	0.0050897985894	0.00365869593623	0.00472174281155	0.0029520295203	0.00386891215294	0.00508397639582	0.00514268427952	0.00509758228954	0.00572710831268	0.00648222400428	0.00436838730362	0.00277777777778	0.0046565774156	0.00399622175398	0.00593220338983	0.00373831775701	0.00723208415516	0.0060779406507	0.00585651537335
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Virgisporangium	0.0215063645972	0.0110391387647	0.0161925601751	0.0192755339568	0.0241212956582	0.0166400887471	0.0295935432269	0.015222788449	0.0208733596014	0.00782287822878	0.0122894856623	0.0171584203359	0.0143188464253	0.0115787940577	0.0168464063233	0.0246591820369	0.0149487015069	0.0227272727273	0.0200814901048	0.0176560342948	0.0213983050847	0.00992092020129	0.0305719921105	0.022166607079	0.0224499755979
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Nocardia	0.00183815082027	0.000182465103549	0.00156298843389	0.00163351982685	0.00206753962784	0.00187200998405	0.00094524830946	0.000914673984059	0.00113973102348	0.00129889298893	0.000531027158246	0.00205779996974	0.00231924977312	0.00364113020682	0.00234443030344	0.00133654103181	0.0027252324463	0.0020202020202	0.0034924330617	0.0014531715469	0.00233050847458	0.000718907260963	0.00230111768573	0.00178762960315	0.00146412884334
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	0.0120398878728	0.00647751117599	0.0113785557987	0.00816759913423	0.0165403170227	0.00714137142065	0.012288228023	0.0106494185287	0.0127975512065	0.00714391143911	0.00751024123805	0.0104100469057	0.0096803468791	0.008010486455	0.00847344095385	0.00755145682972	0.017393395319	0.00782828282828	0.0168800931315	0.0106808108697	0.00953389830508	0.00833932422717	0.0164365548981	0.0189488737934	0.0112249877989
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium	0.00326271770599	0.00145972082839	0.00275085964364	0.00257279372728	0.00275671950379	0.00201067739028	0.0025448992947	0.00241735267215	0.00351688430102	0.0010332103321	0.00182066454256	0.00372219700409	0.00373096702632	0.00211185551995	0.00301426753299	0.00247260090885	0.00364700224431	0.00353535353535	0.00436554132712	0.0029063430938	0.00360169491525	0.00129403306973	0.0042735042735	0.0025026814444	0.00488042947779
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Kribbella	0.0119479803318	0.00474409269227	0.00956548921538	0.0101686609221	0.0151619572708	0.00700270401442	0.00850723478514	0.0106494185287	0.01338369859	0.00534317343173	0.00773782430587	0.00801936752913	0.0149238681053	0.00815613166327	0.0115212003483	0.0152365677626	0.0114219301058	0.014898989899	0.0139697322468	0.0146770326237	0.0122881355932	0.00805176132279	0.0147928994083	0.0182338219521	0.0168374816984
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Pimelobacter	0.00211387344332	0.000547395310647	0.00193810565802	0.00159268183118	0.0013783597519	0.00138667406226	0.00225405366102	0.00202534953613	0.00250740825165	0.00109225092251	0.000758610226066	0.00199727644122	0.00171422809317	0.00152927468686	0.0019425279657	0.00100240577386	0.00344661750561	0.00151515151515	0.00291036088475	0.00159848870159	0.0021186440678	0.00122214234364	0.00131492439185	0.00107257776189	0.00146412884334
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium	0.000275722623041	0.000729860414196	0.000250078149422	0.000735083922081	0.000344589937974	6.93337031131e-05	0.00021813422526	0.000130667712008	0.0	0.0	7.58610226066e-05	9.07852927826e-05	0.000100836946657	0.000218467812409	0.00043539419921	0.000334135257952	0.0	0.0	0.0	7.26585773451e-05	0.00021186440678	0.000143781452193	0.000657462195924	0.000357525920629	0.00024402147389
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Promicromonospora	0.00418179311613	0.000456162758872	0.00218818380744	0.00416547555846	0.00206753962784	0.000485335921792	0.00676216098306	0.000392003136025	0.00175844215051	0.00156457564576	0.0034896070399	0.00366167347556	0.000907532519915	0.00196621031168	0.0034496617322	0.00220529270249	0.00436838730362	0.00227272727273	0.00320139697322	0.00239773305239	0.00423728813559	0.000215672178289	0.00197238658777	0.00429031104755	0.0024402147389
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Microlunatus	0.000367630164055	0.000273697655323	0.000875273522976	0.000612569935068	0.0	0.000832004437357	0.0003635570421	0.000653338560042	0.000390764922335	8.85608856089e-05	7.58610226066e-05	0.00036314117113	0.000504184733286	0.000364113020682	0.00043539419921	0.000334135257952	0.000440846425136	0.000252525252525	0.00058207217695	0.00043595146407	0.000423728813559	0.000215672178289	0.000328731097962	0.000357525920629	0.00024402147389
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;Other	0.00353844032903	0.000912325517745	0.00312597686777	0.00539061542859	0.00310130944176	0.00173334257783	0.00305387915364	0.00215601724814	0.0036145755316	0.000560885608856	0.013882567137	0.0175518232713	0.000806695573258	0.00182056510341	0.00180856051979	0.00454423950815	0.00352677140109	0.010101010101	0.00320139697322	0.00152583012425	0.00402542372881	0.00833932422717	0.00394477317554	0.00429031104755	0.00366032210835
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Amycolatopsis	0.0108910436101	0.0046528601405	0.00919037199125	0.0121288847143	0.0124052377671	0.00790404215489	0.00879808041882	0.00659871945642	0.0103552704419	0.0050184501845	0.00751024123805	0.0184596761991	0.00695774931935	0.00699096999709	0.0150378458035	0.0139000267308	0.0188762423854	0.0123737373737	0.00669383003492	0.0164934970573	0.0110169491525	0.0112868439971	0.0128205128205	0.0196639256346	0.0117130307467
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Jiangella	4.59537705069e-05	0.0	0.000250078149422	4.08379956712e-05	0.000344589937974	0.000138667406226	7.271140842e-05	6.53338560042e-05	0.000227946204696	2.9520295203e-05	7.58610226066e-05	9.07852927826e-05	0.000100836946657	0.0	0.000870788398419	6.68270515905e-05	4.00769477397e-05	0.0	0.0	7.26585773451e-05	0.0	0.000287562904385	0.0	0.000357525920629	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__	0.00482514590322	0.00218958124259	0.00437636761488	0.00147016784416	0.00413507925569	0.00201067739028	0.00152693957682	0.0015026786881	0.00175844215051	0.00333579335793	0.0011379153391	0.00163413527009	0.00231924977312	0.00429653364404	0.00174157679684	0.00327452552793	0.00344661750561	0.00252525252525	0.00261932479627	0.00203444016566	0.00296610169492	0.00179726815241	0.00164365548981	0.0025026814444	0.00170815031723
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	0.0978815311796	0.0551044612718	0.130228196311	0.0714256544289	0.126809097174	0.0623309990987	0.0461717443467	0.0759179406769	0.0787716955941	0.078405904059	0.0498406918525	0.0680587078227	0.0740143188464	0.147975531605	0.0838971130015	0.0776530339481	0.148004168003	0.0873737373737	0.0989522700815	0.0770907505631	0.0951271186441	0.0598849748382	0.0874424720579	0.0940293171255	0.0858955588092
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__	0.000873121639631	0.000273697655323	0.000500156298843	0.000980111896108	0.000344589937974	0.000485335921792	0.00050897985894	0.000261335424017	0.000390764922335	8.85608856089e-05	0.00022758306782	0.000302617642609	0.00110920641323	0.000364113020682	0.000971263982852	0.000400962309543	0.000881692850273	0.000757575757576	0.00058207217695	0.000653927196106	0.000423728813559	0.000359453630482	0.000328731097962	0.000357525920629	0.000488042947779
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Herbidospora	4.59537705069e-05	0.0	0.000187558612066	0.000163351982685	0.0	0.0	0.00189049661892	6.53338560042e-05	0.000130254974112	0.0	7.58610226066e-05	6.05235285217e-05	0.000201673893315	7.28226041363e-05	0.000368410476254	6.68270515905e-05	0.000120230843219	0.000252525252525	0.00058207217695	0.0	0.0	0.000431344356578	0.000986193293886	0.0	0.00024402147389
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Nonomuraea	0.000597399016589	0.000182465103549	0.000187558612066	0.000285865969698	0.000689179875948	0.000208001109339	0.00014542281684	0.000196001568013	0.000553583639975	0.0	0.000151722045213	6.05235285217e-05	0.000605021679944	0.000145645208273	0.000669837229553	0.00126971398022	0.000160307790959	0.000252525252525	0.0	0.00043595146407	0.00021186440678	0.000215672178289	0.000657462195924	0.000715051841258	0.00024402147389
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;Other	0.0178760167272	0.0102180457987	0.0125664270084	0.00947441499571	0.0124052377671	0.0109547250919	0.00865265760198	0.0128707696328	0.0109739815689	0.00451660516605	0.0139584281596	0.0101376910274	0.0139154986387	0.0098310515584	0.0110188224262	0.0104250200481	0.01170246874	0.0108585858586	0.0160069848661	0.0150403255104	0.0161016949153	0.0114306254493	0.0164365548981	0.0150160886664	0.0134211810639
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinocorallia	0.00487109967373	0.00127725572484	0.00368865270397	0.00563564340262	0.00620261888353	0.00187200998405	0.00530793281466	0.00431203449628	0.00452636035039	0.00333579335793	0.00136549840692	0.00426690876078	0.00312594534637	0.00298572676959	0.00726773394065	0.0084202085004	0.00268515549856	0.00656565656566	0.00523864959255	0.00508610041415	0.00614406779661	0.00294751976995	0.00723208415516	0.00822309617447	0.00366032210835
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura	0.000413583934562	9.12325517745e-05	0.000437636761488	0.00669743129007	0.00103376981392	0.000208001109339	0.00021813422526	0.000914673984059	0.00100947604937	0.000354243542435	0.000151722045213	0.000574973520956	0.000201673893315	0.00138362947859	0.000468886060687	0.000467789361133	0.000480923372876	0.00126262626263	0.00523864959255	0.000653927196106	0.00021186440678	0.00122214234364	0.000328731097962	0.00143010368252	0.000732064421669
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__	0.00284913377143	0.00145972082839	0.00800250078149	0.00289949769265	0.00172294968987	0.00457602440546	0.0054533556315	0.00594538089638	0.00446123286333	0.00330627306273	0.00265513579123	0.00269329701922	0.00433598870626	0.00342266239441	0.00304775939447	0.00180433039294	0.00336646361013	0.00378787878788	0.0034924330617	0.00559471045557	0.00233050847458	0.00230050323508	0.00657462195924	0.00321773328566	0.00439238653001
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__	0.000137861311521	9.12325517745e-05	0.000187558612066	0.000204189978356	0.0	0.0	0.0003635570421	0.000718672416046	0.00016281871764	0.000118081180812	7.58610226066e-05	0.000151308821304	0.000201673893315	0.000291290416545	0.000234443030344	6.68270515905e-05	0.000160307790959	0.0	0.000291036088475	0.00029063430938	0.0	0.0	0.0	0.000357525920629	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__	0.000413583934562	0.0	0.000187558612066	0.000367541961041	0.000344589937974	0.000208001109339	0.00029084563368	0.000457336992029	0.000293073691752	0.000354243542435	0.000606888180853	0.000242094114087	0.000100836946657	0.000436935624818	0.000301426753299	0.000200481154771	0.000240461686438	0.000252525252525	0.0	0.000217975732035	0.00021186440678	0.000215672178289	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	0.00500896098525	0.00182465103549	0.0057517974367	0.00416547555846	0.00413507925569	0.00367468626499	0.0069075837999	0.00548804390435	0.00511250773389	0.00236162361624	0.0034896070399	0.00338931759722	0.00363013007966	0.003204194582	0.0034496617322	0.00273990911521	0.00388746393075	0.00378787878788	0.0034924330617	0.0037055874446	0.0021186440678	0.00273184759166	0.00460223537147	0.00357525920629	0.0024402147389
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	0.00280318000092	0.00127725572484	0.00306345733042	0.00326703965369	0.00275671950379	0.00221867849962	0.00370828182942	0.00431203449628	0.00371226676219	0.00147601476015	0.0022758306782	0.00199727644122	0.00221841282646	0.00182056510341	0.00257887333378	0.00180433039294	0.002925617185	0.00227272727273	0.000873108265425	0.00334229455787	0.00275423728814	0.00172537742631	0.00262984878369	0.00214515552378	0.00268423621279
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;Other	0.00569826754285	0.00136848827662	0.00425132854017	0.00412463756279	0.00172294968987	0.00395202107745	0.00603504689886	0.0046387037763	0.00436354163275	0.0020073800738	0.00364132908512	0.00405507641095	0.00342845618635	0.00225750072823	0.00341616987072	0.00327452552793	0.00392754087849	0.0020202020202	0.00145518044237	0.00406888033132	0.00317796610169	0.00222861250899	0.00525969756739	0.00572041473007	0.00268423621279
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	0.00156242819723	0.000638627862421	0.00143794935917	0.00142932984849	0.000344589937974	0.00117867295292	0.00210863084418	0.00202534953613	0.0014002409717	0.000590405904059	0.00106205431649	0.000938114692087	0.000806695573258	0.00138362947859	0.00113872329024	0.000868751670676	0.00144277011863	0.000505050505051	0.00145518044237	0.0022524158977	0.000635593220339	0.00079079798706	0.00131492439185	0.00143010368252	0.00122010736945
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas	0.000367630164055	0.000638627862421	0.000312597686777	0.000163351982685	0.000689179875948	0.000554669624905	0.00029084563368	0.000326669280021	0.000130254974112	0.000177121771218	7.58610226066e-05	0.000332879406869	0.000605021679944	0.000364113020682	0.000468886060687	0.000200481154771	0.000320615581917	0.000505050505051	0.000291036088475	0.000508610041415	0.000635593220339	0.00107836089145	0.000328731097962	0.0	0.000732064421669
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__	0.0184734157438	0.0212571845635	0.0183182244451	0.0140891085066	0.00689179875948	0.0160854191222	0.0182505635134	0.0177708088331	0.0100296330066	0.0387306273063	0.0197238658777	0.0195793614768	0.0169406070384	0.0188610544713	0.011286757318	0.0111601176156	0.0156700865662	0.0113636363636	0.00844004656577	0.0189638886871	0.00720338983051	0.0213515456506	0.00591715976331	0.00786557025384	0.0129331381162
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__	0.000229768852534	0.000273697655323	6.25195373554e-05	0.000163351982685	0.0	0.000138667406226	0.0003635570421	0.0	6.51274870559e-05	0.000265682656827	0.00022758306782	0.00036314117113	0.000302510839972	0.000218467812409	0.000100475584433	0.000200481154771	0.000320615581917	0.0	0.000291036088475	0.000508610041415	0.00021186440678	0.000503235082674	0.0	0.0	0.00024402147389
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Crocinitomix	0.000137861311521	0.000273697655323	0.000125039074711	4.08379956712e-05	0.0	6.93337031131e-05	7.271140842e-05	6.53338560042e-05	9.76912305839e-05	0.000649446494465	0.000151722045213	9.07852927826e-05	0.000302510839972	7.28226041363e-05	3.34918614777e-05	0.0	0.0	0.0	0.0	0.0	0.00021186440678	0.000215672178289	0.000328731097962	0.0	0.0
